"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"OPR-226","OBSERVATION","opposite passive absorption","ABSORPTION_STATE","TERMINAL_SIDE","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-BI-SKEW-NORESULT-FADE-001::E04","UNVALIDATED"
"OPR-227","OBSERVATION","skew減衰／反転","BOOK_IMBALANCE TAPE_FADE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G06-009 CD-G06-010 CD-G06-011 CD-G06-012 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G08-017 CD-G08-041 CD-G10-014","queue_imbalance_top1 microprice_top1 queue_imbalance_top3 microprice_top3 buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading buy_trade_rate_1s sell_trade_rate_1s delta_acceleration_5s","CD-G06-009 CD-G06-011 CD-G16-009 CD-G16-010","queue_imbalance_top1 queue_imbalance_top3 buyers_jump_in sellers_jump_in","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027 CD-G01-005","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete trade_event_fresh","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-BI-SKEW-NORESULT-FADE-001::E05","UNVALIDATED"
"OPR-228","OBSERVATION","initial imbalance","FOOTPRINT_IMBALANCE","OBSERVED_INITIATOR_SIDE","SIDE_RESOLVED","CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034","positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s","CD-G10-022 CD-G10-026","positive_imbalance_count_5s negative_imbalance_count_5s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-PULL-REVERSAL-CONFIRM-001::E01","UNVALIDATED"
"OPR-229","OBSERVATION","favored-side orders pull","LIQUIDITY_PULL","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s","CD-G07-017 CD-G07-041","bid_stack_ratio_1s ask_stack_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-PULL-REVERSAL-CONFIRM-001::E03","UNVALIDATED"
"OPR-230","OBSERVATION","opposite-side depth rebuild","LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-PULL-REVERSAL-CONFIRM-001::E04","UNVALIDATED"
"OPR-231","OBSERVATION","opposite aggressive trades","TAPE_AGGRESSION","TERMINAL_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-PULL-REVERSAL-CONFIRM-001::E05","UNVALIDATED"
"OPR-232","OBSERVATION","deeper levelsでsame-side stack","FOOTPRINT_IMBALANCE LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SIDE_RESOLVED","CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034 CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G10-022 CD-G10-026 CD-G07-014 CD-G07-038","positive_imbalance_count_5s negative_imbalance_count_5s bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-DEEP-STACK-TOPSHIFT-001::E01","UNVALIDATED"
"OPR-233","OBSERVATION","top-book imbalance同方向へshift","BOOK_IMBALANCE FOOTPRINT_IMBALANCE","TERMINAL_SIDE","SIDE_RESOLVED","CD-G06-009 CD-G06-010 CD-G06-011 CD-G06-012 CD-G10-022 CD-G10-026 CD-G10-030 CD-G10-034","queue_imbalance_top1 microprice_top1 queue_imbalance_top3 microprice_top3 positive_imbalance_count_5s negative_imbalance_count_5s stacked_buy_imbalance_depth_5s stacked_sell_imbalance_depth_5s","CD-G06-009 CD-G06-011 CD-G10-022 CD-G10-026","queue_imbalance_top1 queue_imbalance_top3 positive_imbalance_count_5s negative_imbalance_count_5s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027 CD-G01-005","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete trade_event_fresh","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-DEEP-STACK-TOPSHIFT-001::E02","UNVALIDATED"
"OPR-234","OBSERVATION","spread／microprice同方向","BOOK_IMBALANCE","TERMINAL_SIDE","SIDE_RESOLVED","CD-G06-009 CD-G06-010 CD-G06-011 CD-G06-012","queue_imbalance_top1 microprice_top1 queue_imbalance_top3 microprice_top3","CD-G06-009 CD-G06-011","queue_imbalance_top1 queue_imbalance_top3","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-DEEP-STACK-TOPSHIFT-001::E03","UNVALIDATED"
"OPR-235","OBSERVATION","aggressive trades参加","TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-DEEP-STACK-TOPSHIFT-001::E04","UNVALIDATED"
"OPR-236","OBSERVATION","price progress","PRICE_PROGRESS","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G09-026 CD-G09-030","buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-BI-DEEP-STACK-TOPSHIFT-001::E05","UNVALIDATED"
"INV-001","INVALIDATION","CVD再整列かつ新価格acceptance","COMPOSITE_INVALIDATION DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G10-001 CD-G10-002 CD-G10-005 CD-G10-006 CD-G10-009 CD-G10-010 CD-G16-048 CD-G09-002 CD-G09-006 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","trade_delta_1s trade_delta_5s cvd_change_1s cvd_change_5s cvd_slope_1s cvd_slope_5s flow_price_divergence_active upward_progress_ticks_1s downward_progress_ticks_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G10-001 CD-G10-002 CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","trade_delta_1s trade_delta_5s upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-CVD-EXTREME-NONCONFIRM-FLIP-001::E98","UNVALIDATED"
"INV-002","INVALIDATION","absorption level突破後にoutside hold","ABSORPTION_STATE COMPOSITE_INVALIDATION PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-037 CD-G16-038 CD-G16-023 CD-G16-024","bid_passive_defense_failed ask_passive_defense_failed upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-010 CD-G01-016","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic receive_clock_monotonic duplicate_event_absent","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-CVD-ABSORPTION-STRUCTUREBREAK-001::E98","UNVALIDATED"
"INV-003","INVALIDATION","CVDがbreak方向へ再整列しoutside hold","COMPOSITE_INVALIDATION DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G10-001 CD-G10-002 CD-G10-005 CD-G10-006 CD-G10-009 CD-G10-010 CD-G16-048 CD-G09-002 CD-G09-006 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","trade_delta_1s trade_delta_5s cvd_change_1s cvd_change_5s cvd_slope_1s cvd_slope_5s flow_price_divergence_active upward_progress_ticks_1s downward_progress_ticks_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G10-001 CD-G10-002 CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","trade_delta_1s trade_delta_5s upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-CVD-FAILED-BREAK-SQUEEZE-001::E98","UNVALIDATED"
"INV-004","INVALIDATION","retestでinitiator activity回復し極値更新","COMPOSITE_INVALIDATION PRICE_STRUCTURE RETEST_SEQUENCE TAPE_AGGRESSION TAPE_FADE","OBSERVED_INITIATOR_SIDE","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G03-021 CD-G03-023 CD-G03-025 CD-G03-027 CD-G09-002 CD-G09-006 CD-G16-013 CD-G16-014 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014","distance_to_rolling_1m_high distance_to_rolling_1m_low distance_to_rolling_5m_high distance_to_rolling_5m_low upward_progress_ticks_1s downward_progress_ticks_1s repeated_high_test repeated_low_test buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s","CD-G16-023 CD-G16-024 CD-G16-021 CD-G16-022 CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010","upside_breakout_failure downside_breakout_failure upside_breakout_follow_through downside_breakout_follow_through buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","DERIVED DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-CVD-RETEST-WEAKER-001::E98","UNVALIDATED"
"INV-005","INVALIDATION","bid wall再構築、price回復、またはOI不明／stale","COMPOSITE_INVALIDATION OPEN_INTEREST_CHANGE WALL_STATE","EXPLICIT_BUY_OR_BID_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED SIGN_RESOLVED","CD-G12-001 CD-G12-002 CD-G12-003 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","open_interest_change_5m open_interest_pct_change_5m price_oi_joint_state_5m bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G12-001 CD-G12-002 CD-G16-037 CD-G16-038","open_interest_change_5m open_interest_pct_change_5m bid_passive_defense_failed ask_passive_defense_failed","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-007 CD-G01-024 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-019 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned open_interest_snapshot_fresh sampling_limit_disclosed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh persistence_confirmed market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID LIMITED","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-CVD-BEAR-ABSFAIL-BIDBREAK-OIUNWIND-001::E98","UNVALIDATED"
"INV-006","INVALIDATION","absorbed levelがbreakしoutside hold","BREAK_ATTEMPT COMPOSITE_INVALIDATION PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-010 CD-G01-016","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic receive_clock_monotonic duplicate_event_absent","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ABS-FULL-THREE-ELEMENT-001::E98","UNVALIDATED"
"INV-007","INVALIDATION","support breakかつretestでresistance化","COMPOSITE_INVALIDATION RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED","CD-G16-013 CD-G16-014","repeated_high_test repeated_low_test","CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ABS-SUPPORT-HOLD-BOUNCE-001::E98","UNVALIDATED"
"INV-008","INVALIDATION","resistance breakかつretestでsupport化","COMPOSITE_INVALIDATION RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM REFERENCE_SIDE_RESOLVED","CD-G16-013 CD-G16-014","repeated_high_test repeated_low_test","CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","HYBRID","COMPOSITE_CONDITION_AVAILABLE ENGINE_NATIVE","PAT-ABS-RESISTANCE-HOLD-BOUNCE-001::E98","UNVALIDATED"
"INV-009","INVALIDATION","sweep後にaggression継続しoutside acceptance","COMPOSITE_INVALIDATION PRICE_ACCEPTANCE STOP_SWEEP TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G16-042 CD-G16-043 CD-G16-044 CD-G16-045 CD-G08-014 CD-G08-038 CD-G08-002 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-041 CD-G08-047 CD-G10-002","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session upward_sweep_active downward_sweep_active upside_stop_run_like downside_stop_run_like buy_large_trade_count_1s sell_large_trade_count_1s buy_market_volume_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-023 CD-G16-024 CD-G16-021 CD-G16-022 CD-G16-007 CD-G16-008","upside_breakout_failure downside_breakout_failure upside_breakout_follow_through downside_breakout_follow_through buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-ABS-STOPSWEEP-SNAPBACK-001::E98","UNVALIDATED"
"INV-010","INVALIDATION","pullback flowが高energy化しprior swing破壊","COMPOSITE_INVALIDATION LIQUIDITY_PULL LOCATION_CONTEXT PULLBACK_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","ANY_MATCHED_ATOM SIDE_RESOLVED TERMINAL_SIDE_RESOLVED VARIANT_LOCATION","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G16-027 CD-G16-028 CD-G16-029 CD-G16-030","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bullish_pullback_low_participation bearish_pullback_low_participation bullish_pullback_stall bearish_pullback_stall","CD-G07-017 CD-G07-041 CD-G16-031 CD-G16-032","bid_stack_ratio_1s ask_stack_ratio_1s buy_momentum_accelerating sell_momentum_accelerating","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-019 CD-G01-020 CD-G01-027 CD-G01-005","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned depth_book_synced depth_sequence_contiguous depth_event_fresh persistence_confirmed market_state_atomic window_complete trade_event_fresh","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE VARIANT_LOCATION_SELECTOR","PAT-ABS-PULLBACK-MINORREVERSAL-001::E98","UNVALIDATED"
"INV-011","INVALIDATION","buyersが再加速してlevel突破","COMPOSITE_INVALIDATION TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-EXH-BUYER-DOUBLE-FADE-001::E98","UNVALIDATED"
"INV-012","INVALIDATION","sellersが再加速してlevel突破","COMPOSITE_INVALIDATION TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-005 CD-G01-019 CD-G01-027","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned trade_event_fresh persistence_confirmed window_complete","ANY named invalidation atom true terminates the instance","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","PAT-EXH-SELLER-DOUBLE-FADE-001::E98","UNVALIDATED"
